unique_id,osmid,element_type,amenity,name,wheelchair,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,note,cuisine,opening_hours,phone,website,delivery,created_by,capacity,takeaway,name:fr,email,name:en,internet_access,toilets:wheelchair,contact:fax,contact:phone,contact:website,source,stars,tourism,wikidata,alt_name,description,outdoor_seating,smoking,contact:facebook,start_date,drive_in,contact:email,payment:coins,payment:mastercard,payment:notes,payment:visa,reservation,wheelchair:description,wheelchair:description:fr,name:de,designation,addr:housename,fax,level,payment:cash,internet_access:fee,toilets,payment:bitcoin,payment:litecoin,name:ko,survey:date,payment:credit_cards,payment:debit_cards,payment:maestro,payment:postfinance_card,bar,internet_access:ssid,facebook,opening_hours:url,old_name,opening_hours:covid19,lgbt,contact:phone_1,country,diet:vegan,diet:vegetarian,name:it,contact:mobile,opening_hours:signed,access:covid19,delivery:covid19,takeaway:covid19,brewery,drive_through:covid19,nodes,building,ele,min_age,building:levels,id,lon,lat
node/4264690590,4264690590,node,restaurant,Boreal x El Salad,,POINT (6.143358 46.20873839999999),,,,1201.0,Square de Chantepoulet,,,Mo-Fr 10:00-19:00; Sa-Su 11:00-18:00,,http://www.borealcoffee.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445,6.143358,46.208738399999994
node/4292392388,4292392388,node,restaurant,,,POINT (6.1216392 46.1833968),,,,1212.0,,,international;fine_dining;french,,+41 22 743 12 00,http://www.cafezinette.ch,,,,,,info@cafezinette.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446,6.1216392,46.1833968
node/4293466689,4293466689,node,restaurant,Edward's,,POINT (6.1457191 46.2081859),,,,,,,bagel;american;burger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447,6.1457191,46.2081859
node/4313748865,4313748865,node,restaurant,Café du Meg,,POINT (6.136655200000001 46.19775670000001),Genève,,,,,,coffee_shop;french,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,6.136655200000001,46.197756700000006
node/4319090889,4319090889,node,restaurant,Le vignoble doré,,POINT (6.013454599999999 46.1881987),Russin,,332,1281.0,Route du Mandement,,,,,https://www.vignobledore.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449,6.013454599999999,46.1881987
node/4342388790,4342388790,node,restaurant,Han Lung,,POINT (6.1488573 46.2224535),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,6.1488572999999995,46.2224535
node/4346039505,4346039505,node,restaurant,Carnevale di Venezia pizzeria,,POINT (6.147754900000001 46.2130016),Genève,,55,1201.0,Rue de Berne,,italian,"Mo-Fr 11:00-14:30,13:30-23:00; Su 18:30-23:00",,,no,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451,6.147754900000001,46.2130016
node/4347397255,4347397255,node,restaurant,Le Caprice,,POINT (6.1291465 46.1805487),,,,,,,italian,Mo-Fr 07:00-20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452,6.1291465,46.1805487
node/4347401915,4347401915,node,restaurant,Molino,yes,POINT (6.127452 46.1793597),,,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453,6.127452,46.1793597
node/4365115849,4365115849,node,restaurant,,limited,POINT (6.150007700000001 46.2117964),,,,,,,,,,,,,,,,,Indian style Bollywood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454,6.150007700000001,46.2117964
node/4365115851,4365115851,node,restaurant,,,POINT (6.1500105 46.2119647),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455,6.1500105000000005,46.2119647
node/4365115854,4365115854,node,restaurant,,no,POINT (6.1499352 46.2114265),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456,6.1499352,46.2114265
node/4365115883,4365115883,node,restaurant,,limited,POINT (6.148676999999999 46.21080139999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,6.148676999999999,46.210801399999994
node/4365117235,4365117235,node,restaurant,El Lemos,,POINT (6.150083299999999 46.2123631),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458,6.1500832999999995,46.2123631
node/4376798104,4376798104,node,restaurant,,,POINT (6.1368124 46.20398),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459,6.1368124,46.20398
node/4382152636,4382152636,node,restaurant,Restaurant Sen,,POINT (6.1454643 46.2120948),,,,,,,,Mo-Su 11:30-14:00; Mo-Su 18:30-23:00,+41227311318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,6.1454642999999995,46.212094799999996
node/4386975289,4386975289,node,restaurant,italian pub & restaurant pizzeria,yes,POINT (6.1317886 46.2001801),,,,,,,pizza,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461,6.1317886,46.200180100000004
node/4386975389,4386975389,node,restaurant,la quantine des commerçants,,POINT (6.132997599999999 46.1998335),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462,6.1329975999999995,46.199833500000004
node/4387021796,4387021796,node,restaurant,boco,,POINT (6.1392108 46.2025408),,,,,,,,,,,,,,,boco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463,6.1392108,46.2025408
node/4388745697,4388745697,node,restaurant,Restautant Kialy - Egalic Sarl,,POINT (6.139819200000001 46.2031227),,,12,1204.0,Boulevard Georges-Favon,,,,+41 22 320 17 25,,,,,,Kytaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464,6.139819200000001,46.2031227
node/4389042494,4389042494,node,restaurant,Capocaccia - Rest./ Bar,,POINT (6.1460428 46.2028606),,,6,1204.0,Rue de la Rôtisserie,,,,+41 22 310 15 15,http://capocaccia.co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465,6.1460428,46.2028606
node/4394209814,4394209814,node,restaurant,Kebab Instanbul,,POINT (6.143346 46.2091142),Genève,,,,,,kebab,,,,no,,,yes,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466,6.143346,46.2091142
node/4395019378,4395019378,node,restaurant,Le Figuier,,POINT (6.1248832 46.2136418),Genève,,32,1203.0,Avenue De-Luserna,,lebanese,"Mo,We-Su 11:30-14:30,19:00-23:00",,http://www.le-figuier.ch,,,,,,,,,,,+41 22 340 76 75,,,,,,,,,,,,,salam@le-figuier.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+41 76 358 16 14,CH,,,,,,,,,,,,,,,,467,6.1248832,46.2136418
node/4397493395,4397493395,node,restaurant,Il Ritrovo,,POINT (6.1390775 46.2010773),Genève,,,1205.0,,,,,+41 22 329 96 38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468,6.1390775,46.2010773
node/4400655989,4400655989,node,restaurant,,,POINT (6.159709400000001 46.20162639999999),,,,,,,,,,,,,,,,,Vert Attitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469,6.159709400000001,46.201626399999995
node/4400661500,4400661500,node,restaurant,Restaurant Sen,,POINT (6.144995400000001 46.2122262),,,,,,,,,,,,,,,,,Cho Lon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470,6.144995400000001,46.2122262
node/4400663295,4400663295,node,restaurant,Pizza Leggera,no,POINT (6.1556457 46.200567),Genève,,6,,Rue Adrien-Lachenal,,pizza,"Mo-Fr 11:45-14:15,18:30-22:30;Sa-Su 12:00-14:15,18:30-22:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,471,6.1556457,46.200567
node/4405330892,4405330892,node,restaurant,ALMA Restaurant,,POINT (6.1579037 46.202631),Genève,,6,1207.0,Rue Henri-Blanvalet,,peruvian,,,https://www.alma-geneve.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472,6.1579037,46.202631
node/4412723600,4412723600,node,restaurant,Dumont et Dupraz SA,,POINT (6.1339597 46.2000772),,,,1205.0,,,,,+41223281717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473,6.1339597,46.2000772
node/4476510340,4476510340,node,restaurant,Café Batelle,,POINT (6.139232700000001 46.1759703),Carouge (GE),,17,1227.0,Rue de la Tambourine,,,Mo-Fr 07:30-16:00,,,,,,yes,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474,6.139232700000001,46.175970299999996
node/4489306991,4489306991,node,restaurant,Bai Toey Geneva,,POINT (6.1387343 46.2013161),,,,,,,thai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475,6.1387343,46.2013161
node/4502591790,4502591790,node,restaurant,La Pignata,,POINT (6.1396948 46.2003157),,,3,1204.0,Avenue du Mail,,italian_pizza,"Mo-Sa 11:30-14:00,18:30-23:00; Su 12:00-14:30,18:30-22:30",+41 22 320 22 08,https://lapignata.ch/,,,,,,info@lapignata.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La Pignata,,,,,,,,,,,,,476,6.1396948,46.2003157
node/4513562643,4513562643,node,restaurant,Rolling Pizza,,POINT (6.1287205 46.2142244),Genève,,,,Route de Meyrin,,pizza,,,,yes,,,yes,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477,6.1287205,46.2142244
node/4513562644,4513562644,node,restaurant,Domninos,,POINT (6.126756400000001 46.2086978),Genève,,1,1203.0,Avenue Wendt,,pizza,Mo-Su 11:00-23:59,+41 22 919 20 20,https://www.dominos.ch/fr/livraison-pizza/geneve-servette,yes,,30.0,yes,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478,6.1267564000000005,46.208697799999996
node/4533925192,4533925192,node,restaurant,The Hamburger Foundation,,POINT (6.1438551 46.196487),,,,1205.0,,,burger,Mo-Su 11:30-22:30,+41 22 436 88 70,https://www.thehamburgerfoundation.ch/en/restaurant-plainpalais.html,,,,,The Hamburger Foundation,,The Hamburger Foundation,wlan,,,,,,,,,,,,,,,,,,,,,,,,The Hamburger Foundation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,6.1438551,46.196487
node/4537555276,4537555276,node,restaurant,Aux 5 sens,,POINT (6.1415196 46.21201),Genève,,20,1201.0,Rue de Montbrillant,,senegalese,11:30-23:59,+41 22 734 39 57,https://restaurants-geneve.ch/aux-5-sens/aux-5-sens.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+41 76 391 06 73,,,,,,,,,,,,480,6.1415196,46.21201
node/4557751791,4557751791,node,restaurant,le thermomètre,,POINT (6.1496272 46.2031549),,,22,1204.0,Rue Neuve-du-Molard,,regional,,+41 22 310 25 35,,,,,,le thermomètre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481,6.1496272,46.2031549
node/4558176679,4558176679,node,restaurant,Maison de Corée,,POINT (6.141586 46.206726),Genève,,4,1201.0,Rue des Corps-Saints,,asian,,+41 22 741 45 41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482,6.141586,46.206726
node/4564678336,4564678336,node,restaurant,Noodl,,POINT (6.157392400000001 46.20313710000001),Genève,,8,,Rue des Eaux-Vives,,thai,"Mo-Su 12:00-14:00,18:30-22:30",+41 22 736 11 88,http://www.noodl.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483,6.157392400000001,46.203137100000006
node/4575798591,4575798591,node,restaurant,Riverside Café,,POINT (6.145514 46.2047804),Genève,,19,1204.0,Rue du Rhône,,french;international;burger,Mo-Fr 08:00-02:00; Sa 10:00-02:00; Su 12:00-20:00,+41 22 311 32 00,http://riversidecafe.ch,no,,,no,,welcome@riversidecafe.ch,Riverside Café,wlan,,,,,http://riversidecafe.ch,,,,,,yes,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,484,6.145514,46.2047804
node/4604994841,4604994841,node,restaurant,auberge port gitana,,POINT (6.1540078 46.2538015),Bellevue,,314,1293.0,Route de Lausanne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485,6.1540078000000005,46.2538015
node/4604999227,4604999227,node,restaurant,Little India,,POINT (6.147207099999999 46.2141378),,,20,,Rue du Prieuré,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486,6.147207099999999,46.214137799999996
node/4605036050,4605036050,node,restaurant,Spaghetti Factory,,POINT (6.1497645 46.201446),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487,6.1497645,46.201446000000004
node/4605040001,4605040001,node,restaurant,Brasserie La Sportive,,POINT (6.1439187 46.193798),,,,,,,,Mo-Su 06:00-02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,6.1439187,46.193798
node/4614611589,4614611589,node,restaurant,Jame's Pub,,POINT (6.1452436 46.2116102),,,64,1201.0,Rue De-Monthoux,,thai,Mo-Fr 12:00-00:00; Sa-Su 16:00-00:00,,http://www.james-pub.com,,,,,,,Jame's Pub,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489,6.1452436,46.2116102
node/4618270590,4618270590,node,restaurant,Swiss Grill,,POINT (6.1608322 46.2034435),,,,1207.0,,,burger,"Mo-Sa 09:00-14:00, 18:00-22:00",+41 22 736 06 06,,,,,,Swiss Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,6.1608322,46.2034435
node/4637441489,4637441489,node,restaurant,,,POINT (6.148111 46.2101292),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491,6.148111,46.210129200000004
node/4637973392,4637973392,node,restaurant,le demi lune cafe,,POINT (6.149374 46.1996075),,,3,1204.0,Rue Etienne-Dumont,,,"Mo-Fr 11:45-15:00,18:00-23:00, Sa,Su 18:00-24:00",,,,,,,le demi lune cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492,6.149374,46.1996075
node/4648201791,4648201791,node,restaurant,La Felicita,,POINT (6.104841599999999 46.1869379),,,,,,,italian,,,,,,,,La Felicita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493,6.104841599999999,46.1869379
node/4648271289,4648271289,node,restaurant,Le Laner,,POINT (6.1072349 46.1864315),,,,,,,french,,,,,,,,Le Laner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494,6.1072349,46.1864315
node/4662847289,4662847289,node,restaurant,,,POINT (6.140728599999999 46.2055758),,,1,,Quai Turrettini,,,,,,,,,,,,Rasoi by Vineet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495,6.140728599999999,46.2055758
node/4675113889,4675113889,node,restaurant,Entre Homard & Cote,,POINT (6.1484434 46.2113041),,,6,,Rue de Zurich,,,,,,,,,,Entre Homard & Cote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496,6.1484434,46.2113041
node/4675115389,4675115389,node,restaurant,Bistro de la Tourboule,,POINT (6.146472 46.1954929),,,"2, Geneva 1205",,Boulevard de la Tour,,,,,,,,,,Bistro de la Tourboule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497,6.146472,46.1954929
node/4675115391,4675115391,node,restaurant,L'Arabesque,,POINT (6.1518418 46.21431879999999),,,47,,Quai Wilson,,,,,,,,,,L'Arabesque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498,6.1518418,46.214318799999994
node/4693388189,4693388189,node,restaurant,Au Renfort,,POINT (6.0090469 46.1441961),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499,6.0090469,46.1441961
node/4747113121,4747113121,node,restaurant,Chaupan Kebab Pizza,,POINT (6.1603188 46.2034255),,,,,,,,,,,,,,,Chaupan Kebab Pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,6.1603188,46.2034255
node/4754985848,4754985848,node,restaurant,Les Filles Indignes,,POINT (6.139093900000001 46.2027973),,,10,,Rue de l'Arquebuse,,,,+41 22 320 96 60,http://www.lesfillesindignes.ch/,,,,,Les Filles Indignes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,6.139093900000001,46.2027973
node/4755010037,4755010037,node,restaurant,Ou Bien Encore,,POINT (6.1374492 46.2008439),,,,,,,,,+41 22 556 76 77,https://oubienencore.ch,,,,,Ou Bien Encore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,6.1374492,46.2008439
node/4757672060,4757672060,node,restaurant,El Faro,,POINT (6.1450471 46.21067979999999),Genève,,5,1201.0,Rue de Fribourg,,spanish,Mo-Sa 10:00-23:00,+41 22 732 21 98,https://www.elfaro.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503,6.1450471,46.210679799999994
node/4792118723,4792118723,node,restaurant,Chiang Mai,,POINT (6.1443496 46.2027062),,,27,,Rue de la Cité,,thai,,,,,,,,Chiang Mai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,504,6.1443496,46.2027062
node/4836229125,4836229125,node,restaurant,Miski,,POINT (6.148134400000001 46.2135772),Genève,,65,1201.0,Rue de Berne,,peruvian,"Mo-Sa 12:00-14:30, 18:30-22:30",,https://www.miski.ch/,,,,,Miski,,Miski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,6.148134400000001,46.2135772
node/4853752386,4853752386,node,restaurant,El Catrín,,POINT (6.147458400000001 46.2143078),,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506,6.1474584000000005,46.2143078
node/4853752387,4853752387,node,restaurant,Le Comptoir,,POINT (6.1473822 46.21423720000001),,,,,,,japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507,6.1473822,46.21423720000001
node/4867619628,4867619628,node,restaurant,Le Pradier,,POINT (6.1440327 46.20962470000001),Genève,,6,1201.0,Rue Pradier,,french;buffet;international,Mo-Su 07:00-01:00,+41 22 738 27 26,http://www.lepradier.com,,,,,,,,,,,,,,,,,,Le buffet est à volonté.,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508,6.1440327,46.209624700000006
node/4868409621,4868409621,node,restaurant,Pizzeria Europa,no,POINT (6.1423405 46.2173178),,,,,,,italian_pizza,,,,,,,,Pizzeria Europa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509,6.1423404999999995,46.2173178
node/4909422924,4909422924,node,restaurant,Reaun Thaï,,POINT (6.139811799999999 46.2103986),,,,,,,thai,,,,,,,,Reaun Thaï,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,6.1398117999999995,46.210398600000005
node/4917637221,4917637221,node,restaurant,Auberge du Vieux Chêne,,POINT (6.2529424 46.2196513),,,,,,,local,,,,,,,,Auberge du Vieux Chêne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511,6.2529424,46.219651299999995
node/4956809921,4956809921,node,restaurant,Café des Bains,,POINT (6.1372178 46.198592),,,,,,,local,,,,,,,,Café des Bains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,6.1372178,46.198592
node/4958511521,4958511521,node,restaurant,Rosa Morena,,POINT (6.145788599999999 46.1838303),Carouge (GE),,21,,Rue de la Fontenette,,peruvian,"Tu-Fr 12:00-23:00, Sa 17:00-23:00, Su 00:00-24:00",+41 22 525 49 49,,yes,,,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513,6.1457885999999995,46.1838303
node/4981936376,4981936376,node,restaurant,Tennis Club d'Onex,,POINT (6.103521400000001 46.184241),Onex,,111,1213.0,Route de Chancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514,6.103521400000001,46.184241
node/5062635922,5062635922,node,restaurant,Tavolone Rive Droite,,POINT (6.1034906 46.205742),,,,,,,italian,,,,,,,,Tavolone Rive Droite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515,6.1034906,46.205742
node/5075066022,5075066022,node,restaurant,Mikado,,POINT (6.142932800000001 46.1973115),,,8,1205.0,Rue de Carouge,,,Mo-Sa 10:00-21:00,+41223204477,https://www.sushi.ch/,,,,,Mikado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516,6.1429328000000005,46.1973115
node/5106232122,5106232122,node,restaurant,la caravane passe,,POINT (6.1487517 46.2099092),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517,6.1487517,46.2099092
node/5108993924,5108993924,node,restaurant,,,POINT (6.148812599999999 46.21186760000001),,,8,,Rue de la Navigation,,,,,,,,,,,,Kpub Korean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518,6.148812599999999,46.211867600000005
node/5114990143,5114990143,node,restaurant,Le Chat Botté,,POINT (6.1500026 46.2092096),,,13,1201.0,Quai du Mont-Blanc,,,"Mo-Fr 12:00-14:00, 19:00-22:00",+41 2 27 16 69 20,http://www.beau-rivage.ch,,,,,Le Chat Botté,,,,,,,,,,,Q90136293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519,6.1500026,46.2092096
node/5114990144,5114990144,node,restaurant,Bayview,,POINT (6.151839900000001 46.2141238),,,47,1201.0,Quai Wilson,,fine_dining,,+41 22 906 65 52,https://www.restaurantbayview.com/,,,,,Bayview,,,,,,,,,,,Q90128781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,6.151839900000001,46.214123799999996
node/5167389827,5167389827,node,restaurant,,,POINT (6.148128400000001 46.2135657),,,,,Rue du Prieuré,,,,,,,,,,,,Peruvian Specialities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521,6.148128400000001,46.213565700000004
node/5176293221,5176293221,node,restaurant,Restaurant Tennis-Club de Confignon,,POINT (6.083793099999999 46.1772722),Confignon,,,1232.0,Chemin de Chaumont,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522,6.083793099999999,46.177272200000004
node/5180942221,5180942221,node,restaurant,Le Vieux Pressoir,,POINT (6.137872799999999 46.1764661),,,6,1227.0,Route de Drize,,italian,Mo-Fr 08:00-22:00; Sa 09:00-22:00; Su 09:00-21:00,+41223432000,https://levieuxpressoir.ch/,,,,,,info@levieuxpressoir.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523,6.137872799999999,46.1764661
