unique_id,osmid,element_type,amenity,name,wheelchair,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,cuisine,note,opening_hours,phone,website,created_by,capacity,delivery,takeaway,name:fr,description,outdoor_seating,reservation,brand,brand:wikidata,brand:wikipedia,email,name:en,internet_access,toilets:wheelchair,disused,contact:fax,contact:phone,contact:website,source,stars,tourism,wikidata,alt_name,smoking,contact:facebook,start_date,drive_in,contact:email,payment:coins,payment:mastercard,payment:notes,payment:visa,wheelchair:description,wheelchair:description:fr,name:de,designation,addr:housename,fax,level,payment:cash,check_date:opening_hours,diet:vegetarian,internet_access:fee,toilets,payment:bitcoin,payment:litecoin,opening_hours:signed,name:ko,survey:date,payment:credit_cards,payment:debit_cards,payment:maestro,payment:postfinance_card,bar,internet_access:ssid,facebook,opening_hours:url,diet:vegan,old_name,opening_hours:covid19,diet:meat,lgbt,contact:phone_1,country,name:it,contact:mobile,access:covid19,delivery:covid19,takeaway:covid19,brewery,drive_through:covid19,food,diet:organic,image,nodes,building,ele,min_age,building:levels,diet:gluten_free,diet:halal,diet:lactose_free,diet:mediterranean,id,lon,lat
node/2990144241,2990144241,node,restaurant,La Trattoria,,POINT (6.1398666 46.2088148),Genève,,1,1201,Rue de la Servette,italian,,,,http://www.latrattoria.ch/,,,,,,,yes,,,,,,,,,,,,,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,6.1398666,46.2088148
node/2990171263,2990171263,node,restaurant,Nomades,,POINT (6.1393921 46.2105434),Genève,,18,1201,Rue des Grottes,lebanese;moroccan,,,,http://ndgeneve.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,6.1393921,46.2105434
node/2990174854,2990174854,node,restaurant,Il Forno a legna,,POINT (6.1322919 46.2122265),,,73,1201,Rue de la Servette,italian,,"Tu-Sa 11:30-14:00, 18:30-24:00",+41 22 734 59 20,http://ilfornoalegna.ch,,,,,,,,,,,,contact@ilfornoalegna.com,,,,,,,,Personal survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347,6.1322919,46.2122265
node/2995673677,2995673677,node,restaurant,Pizz'Arte,,POINT (6.1420034 46.2110491),,,2,1201,Rue de Montbrillant,international,,,,http://www.montbrillant.ch/fr/restaurants.php,,,,,,,,,,,,,,,,,,,,Personal survey,,,,Hotel Montbrillant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,6.1420034,46.2110491
node/2995687571,2995687571,node,restaurant,La Véranda,,POINT (6.1446723 46.2104328),Genève,,20,1201,Rue des Alpes,italian,,,,http://www.international-terminus.ch/hotel-international-geneve-restaurant-international-terminus-hotel/,,,,,,,,,,,,,,,,,,,,Personal survey,,,,Hotel International Terminus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,6.1446723,46.2104328
node/2995687573,2995687573,node,restaurant,Bagatelle,,POINT (6.1412552 46.2083391),,,,1201,Place des XXII-Cantons,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,6.1412552,46.2083391
node/3024343376,3024343376,node,restaurant,La Poste,,POINT (6.0010495 46.177655),La Plaine,,115,1283,Route de La Plaine,pizza;pasta;meat,,Mo-Fr 07:00-00:00; Sa-Su 08:00-00:00,+41 22 754 01 01,https://www.restaurantdelaplaine.ch/,,,,,,,yes,,,,,info@restaurantdelaplaine.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351,6.0010495,46.177655
node/3032344938,3032344938,node,restaurant,Les Sales Gosses,,POINT (6.137466 46.2031739),Genève,,36,1204,Rue du Stand,brasserie,,Su-Fr 11:30-23:00; Sa 18:30-23:00,,https://bblsg.ch/,,,,,,,,,,,,,,,,,,,,personal review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,6.137466,46.2031739
node/3032374079,3032374079,node,restaurant,Le Paradis,,POINT (6.1419829 46.2054609),,,,1201,Quai Turettini,coffee_shop,,,,http://www.terrasse-paradis.ch/,,,,,,,,,,,,,,,,,,,,personal review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,6.1419829,46.2054609
node/3065602361,3065602361,node,restaurant,Le 23,,POINT (6.1377475 46.2040278),Genève,,23,1204,Rue de la Coulouvrenière,,,,,https://www.le23.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,6.1377475,46.2040278
node/3116629324,3116629324,node,restaurant,Mosaïque,,POINT (6.1461172 46.2132984),Genève,,31,1201,Rue du Môle,erythrean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,6.1461172,46.2132984
node/3169035968,3169035968,node,restaurant,Pizzeria Da Ettore,,POINT (6.0789178 46.2374787),,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,6.0789178,46.2374787
node/3189884954,3189884954,node,restaurant,Exclusive,,POINT (6.0945599 46.1554888),Perly,,278,1258,Route de Saint-Julien,italian;italian_pizza,,11:00-23:00,+41 22 771 11 98,http://www.exclusiveristorantepizzeria.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,357,6.0945599,46.1554888
node/3274552674,3274552674,node,restaurant,Sushi Train,,POINT (6.1498128 46.203264),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358,6.1498128,46.203264
node/3312975845,3312975845,node,restaurant,Café de Cartigny,,POINT (6.0190629 46.1740033),Cartigny,,34,1236,Rue du Trabli,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,6.0190629,46.1740033
node/3332101322,3332101322,node,restaurant,La place gourmande,,POINT (6.083212 46.1746303),Confignon,,5,1232,Chemin des Hutins,,,"Mo-Sa 07:00-12:00,15:00-18:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,6.083212,46.1746303
node/3429950013,3429950013,node,restaurant,Brasserie des Artisans,,POINT (6.1284752 46.1915168),Les Acacias,,5d,,Route des Jeunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,6.1284752,46.1915168
node/3442673359,3442673359,node,restaurant,Le Donjon,,POINT (6.1286848 46.1947035),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,6.1286848,46.1947035
node/3453711828,3453711828,node,restaurant,Mage,,POINT (6.163468 46.1964412),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,6.163468,46.1964412
node/3454632645,3454632645,node,restaurant,Buvette du Port-Choiseul,,POINT (6.1695519 46.2868356),Versoix,,20,1290,Chemin du Vieux-Port,,,,+41 22 779 03 23,http://www.buvette-choiseul.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,6.1695519,46.2868356
node/3455406290,3455406290,node,restaurant,Au Bureau,,POINT (6.1315253 46.1899554),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365,6.1315253,46.1899554
node/3455425002,3455425002,node,restaurant,Le Balthazar,,POINT (6.1308641 46.1895938),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,6.1308641,46.1895938
node/3469265093,3469265093,node,restaurant,Caroll,,POINT (6.1091934 46.1913389),,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,6.1091934,46.1913389
node/3473267330,3473267330,node,restaurant,L'Atelier Geneva,,POINT (6.1298174 46.1927018),,,16,1227,Rue Boissonnas,,,,+41223203484,https://www.latelierlounge.ch/,,,,,L'Atelier Geneva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,6.1298174,46.1927018
node/3484646899,3484646899,node,restaurant,La Buvette des Bains,no,POINT (6.1540819 46.2102518),,,30,1201,Quai du Mont-Blanc,regional,,Mo-Su 08:00-22:30,+41 22 738 16 16,http://www.buvettedesbains.ch,,,,,La Buvette des Bains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,6.1540819,46.2102518
node/3496967836,3496967836,node,restaurant,Le Marziano,,POINT (6.1332864 46.1910838),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,6.1332864,46.1910838
node/3590630758,3590630758,node,restaurant,Pizzeria Lucania,,POINT (6.2451355 46.3026133),Hermance,,521,1248,Route d'Hermance,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,6.2451355,46.3026133
node/3607802258,3607802258,node,restaurant,La Croix Fédérale,,POINT (6.2437724 46.3025612),Hermance,,14,1248,Rue du Nord,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,6.2437724,46.3025612
node/3607848198,3607848198,node,restaurant,Le Quai,,POINT (6.241866 46.3023773),Hermance,,10,1248,Quai d'Hermance,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,6.241866,46.3023773
node/3654741855,3654741855,node,restaurant,Le Parc,,POINT (6.1394838 46.1812234),Carouge,,4,,Passage de l'Intendant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,6.1394838,46.1812234
node/3654746838,3654746838,node,restaurant,La Huchette,,POINT (6.1400788 46.1820653),Carouge,,9,,Rue Adolphe-Fontanel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,6.1400788,46.1820653
node/3656690821,3656690821,node,restaurant,Clos du Château Choully,,POINT (6.0288019 46.2236137),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,6.0288019,46.2236137
node/3668787047,3668787047,node,restaurant,,,POINT (6.1317972 46.2086113),Genève,,19,1202,Rue de la Dôle,pizza,,"Mo-Sa 9:30-14:30,18:30-24:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377,6.1317972,46.2086113
node/3668847873,3668847873,node,restaurant,O Paraiso,,POINT (6.1336793 46.2087403),,,42,,Rue de Lyon,,,,+41 22 344 47 53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378,6.1336793,46.2087403
node/3669276964,3669276964,node,restaurant,Al Amir,,POINT (6.146048 46.2102067),,,,,Rue de Berne,lebanese,,Siu-Mo 10:00-02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379,6.146048,46.2102067
node/3670446653,3670446653,node,restaurant,La Gazelle d'Or (Restaurant Erythréen),,POINT (6.1330424 46.2086127),Geneva,,55,1203,Rue de Lyon,pizza,,,+41 22 340 33 50,http://www.gazelledor.ch/,,,,,,,,,,,,zeraiabraha@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,6.1330424,46.2086127
node/3671301859,3671301859,node,restaurant,Le Rallye,,POINT (6.1403347 46.1956378),Genève,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381,6.1403347,46.1956378
node/3671889618,3671889618,node,restaurant,L'insensé,,POINT (6.1545693 46.1999931),Genève,,12,1207,Rue Ami-Lullin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382,6.1545693,46.1999931
node/3672912064,3672912064,node,restaurant,Ristorante San Marco,,POINT (6.1580321 46.2031705),Genève,,5,1207,Rue de la Mairie,pizza,,,+41 22 736 95 98,,,,,,Ristorante San Marco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383,6.1580321,46.2031705
node/3672927278,3672927278,node,restaurant,La Table des Roys,,POINT (6.1599482 46.2021565),Genève,,7,1207,Rue du Nant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,6.1599482,46.2021565
node/3686566235,3686566235,node,restaurant,MSC Country Club,,POINT (6.1809511 46.1949471),,,,,,italian,,Mo-Su 10:00-20:00,,,,,,no,,,yes,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385,6.1809511,46.1949471
node/3703450577,3703450577,node,restaurant,Le Paradis,,POINT (6.132514 46.2061647),Genève,,,,Rue des Délices,,,,,,,,,,,Restaurant;Salon de Thé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,6.132514,46.2061647
node/3727145725,3727145725,node,restaurant,Café des Bosquets,,POINT (6.1335 46.2120985),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387,6.1335,46.2120985
node/3727152425,3727152425,node,restaurant,Sur l'Pouce,,POINT (6.056108 46.2241551),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388,6.056108,46.2241551
node/3735051677,3735051677,node,restaurant,Gilles Desplanches,limited,POINT (6.1424928 46.2102817),,,,,,,,Mo-Su 05:30-21:00,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389,6.1424928,46.2102817
node/3735083511,3735083511,node,restaurant,greens,,POINT (6.1420413 46.2099145),,,,,,,,"Mo-Fr 06:00-22:00; Sa, Su 07:00-22:00",,,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,6.1420413,46.2099145
node/3740592759,3740592759,node,restaurant,La Cantina Chez Marco,,POINT (6.1327895 46.1910687),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391,6.1327895,46.1910687
node/3745401925,3745401925,node,restaurant,Délices Parc,,POINT (6.133215 46.206191),Genève,,4,1203,Rue des Délices,italian,,Mo-Fr 07:00-00:00; Sa 08:30-00:00,+41 22 344 07 26,http://www.delicesparc.ch,,,no,yes,,,yes,,,,,,,wlan,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392,6.133215,46.206191
node/3747387938,3747387938,node,restaurant,Luigia,no,POINT (6.1261601 46.2242591),Genève,,2,1209,Chemin de la Tourelle,pizza,,"Mo-Fr 12:00-14:30,19:00-23:30; We 12:00-14:30,18:30-23:30; Su 12:00-15:00,18:00-22:30",+41 22 788 77 70,https://www.luigia.ch/,,50,no,yes,,,yes,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393,6.1261601,46.2242591
node/3750859336,3750859336,node,restaurant,L'Italia,no,POINT (6.1435181 46.1974746),Genève,,4,1205,Boulevard des Philosophes,,,"Mo-Sa 11:30-14:00,18:30-23:30, Su off",+41 22 328 29 70,http://www.restaurant-pizzeria-italia-geneve.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,terrasse accessible en été,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394,6.1435181,46.1974746
node/3769759657,3769759657,node,restaurant,,yes,POINT (6.1260741 46.2245638),Genève,,,1209,,kebab;pizza,,,,,,20,no,yes,,,no,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395,6.1260741,46.2245638
node/3781343592,3781343592,node,restaurant,Café restaurant de l'aviation,,POINT (6.0944685 46.2225489),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,6.0944685,46.2225489
node/3783830167,3783830167,node,restaurant,Al Volo,yes,POINT (6.1100514 46.2309981),Meyrin,,,1215,Route de la Vorge,pizza,,07:00-22:00,,,,50,no,yes,,,,,,,,,,wlan,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397,6.1100514,46.2309981
node/3790084778,3790084778,node,restaurant,Baba Tandoori,,POINT (6.1642861 46.205359),Genève,,78,1207,Rue de Montchoisy,indian,,,+41223401313,babatandoori.ch,,,yes,,,,yes,,,,,info@babatandoorich,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398,6.1642861,46.205359
node/3842754041,3842754041,node,restaurant,IKEA,,POINT (6.0940855 46.2194698),Vernier,,,,,international,Self service restaurant,Mo-We 09:00-19:00; Th 09:00-21:00; Fr 09:00-19:30; Sa 09:00-18:00,,,,150,no,no,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399,6.0940855,46.2194698
node/3855001306,3855001306,node,restaurant,Sansui,,POINT (6.1398387 46.2111841),Genève,,12 - 14,1201,Rue de la Faucille,japanese;sushi;izakaya;yakiniku;yakitori;gyoza;saké,,Tu-Sa 19:00-23:00,,http://sansui.ch,,50,no,no,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,6.1398387,46.2111841
node/3861535537,3861535537,node,restaurant,La Shibata,,POINT (6.1234611 46.2196457),Genève,,,,Avenue Trembley,japanese,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,6.1234611,46.2196457
node/3878104064,3878104064,node,restaurant,Soleil,,POINT (6.0328553 46.2148243),Satigny,,173,,Route du Mandement,thai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,6.0328553,46.2148243
node/3879774705,3879774705,node,restaurant,chez Cartouche,,POINT (6.0720349 46.163507),Bernex,,20,,Vieux-Lully,,,,+41 22 757 27 98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403,6.0720349,46.163507
node/3889192057,3889192057,node,restaurant,Le Floris,yes,POINT (6.2230425 46.2770429),,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,6.2230425,46.2770429
node/3895657957,3895657957,node,restaurant,Côté Lac,yes,POINT (6.150682 46.211579),,,,,,italian,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,outside,,,,,,,,,nice open terrace in summer. there is a small step to go inside.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,6.150682,46.211579
node/3898098632,3898098632,node,restaurant,Chat Rouge,,POINT (6.0497484 46.1972918),,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406,6.0497484,46.1972918
node/3903721124,3903721124,node,restaurant,Le Mandement,,POINT (6.037242 46.2145364),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407,6.037242,46.2145364
node/3980742857,3980742857,node,restaurant,Nyala Barka,,POINT (6.1390352 46.1992915),,,4,,Rue Gourgas,african,,,,,,,,,,,,,,,,,,,,,+41 78 310 02 31,+41 22 328 50 66,http://www.nyalabarka.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,6.1390352,46.1992915
node/3983205396,3983205396,node,restaurant,Vapiano,,POINT (6.1424393 46.206184),Genève,,,,,italian,,,,,,,,,,,,,Vapiano,Q506252,en:Vapiano,geneve1@vapiano.ch,,no,,,,+41 22 301 32 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409,6.1424393,46.206184
node/3999160150,3999160150,node,restaurant,Dix Vins,,POINT (6.1397171 46.1832381),,,,,,,,,+41 22 342 40 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,6.1397171,46.1832381
node/4003210519,4003210519,node,restaurant,Mike Wong,,POINT (6.144676 46.2072862),Genève,,15,1201,Rue du Cendrier,asian,,Mo-Su 11:00-23:00; PH closed,,,,140,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,6.144676,46.2072862
node/4016770089,4016770089,node,restaurant,Café de la Presse,,POINT (6.1380172 46.2012976),Genève,,62-64,1205,Boulevard de Saint-Georges,,,Mo-Sa 07:00-02:00,+41 22 320 62 99,http://www.le-reservoir.ch/,,,,,,,yes,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412,6.1380172,46.2012976
node/4034865681,4034865681,node,restaurant,Café de la Poste,,POINT (6.2306988 46.2089607),Puplinge,,15,1241,Rue de Graman,regional,,,,https://restaurants-geneve.ch/cafe-de-la-poste/cafe-de-la-poste.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413,6.2306988,46.2089607
node/4037851198,4037851198,node,restaurant,La Rotonde,yes,POINT (6.1484804 46.2106626),Genève,,15,1201,Rue des Pâquis,italian,,"Mo-Sa 11:00-15:00, 18:30-00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414,6.1484804,46.2106626
node/4060122055,4060122055,node,restaurant,La Chandieu,,POINT (6.1339451 46.2161238),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415,6.1339451,46.2161238
node/4060382400,4060382400,node,restaurant,Addis Abeba,,POINT (6.1452826 46.2104537),Genève,,,,,ethiopian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,6.1452826,46.2104537
node/4069952946,4069952946,node,restaurant,Lemon Cafe Restaurant,,POINT (6.1384658 46.2167266),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,6.1384658,46.2167266
node/4069953357,4069953357,node,restaurant,Le Trefle d'Or,,POINT (6.1371479 46.2195103),,,,,,international,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,6.1371479,46.2195103
